label,url_length,starts_with_ip,url_entropy,has_punycode,digit_letter_ratio,dot_count,at_count,dash_count,tld_count,domain_has_digit,subdomain_count,nan_char_entropy,has_internal_links
phishing,127,1,4.707776990485282,False,0.7322834645669292,4,0,0,0,False,5,2.794653473544342,False
phishing,938,1,4.00530610123957,False,0.26119402985074625,3,0,0,0,False,3,2.217021885879718,False
phishing,70,1,4.564997932854003,False,0.5857142857142857,5,0,0,0,True,5,1.7841591278514217,False
phishing,41,0,3.930007492106357,False,0.8048780487804879,3,0,0,0,False,3,1.4056390622295665,False
phishing,19,0,3.5368867237421675,False,0.7894736842105263,1,0,0,0,False,2,1.5,False
phishing,69,1,4.569205624769987,False,0.6231884057971014,2,0,0,0,False,3,1.2987949406953987,False
phishing,50,0,4.023144940981577,False,0.8,3,0,0,0,False,2,1.4056390622295665,False
phishing,42,0,4.1188901976510435,False,0.7857142857142857,2,0,0,0,False,3,1.2987949406953987,False
phishing,30,0,3.9898980954642873,False,0.7666666666666667,2,0,0,0,False,3,1.8423709931771088,False
phishing,77,0,4.262633619203971,False,0.7792207792207793,2,0,0,0,False,2,1.483831706844689,False
phishing,44,0,3.8542227440216004,False,0.7954545454545454,5,0,0,0,False,3,1.3516441151533922,False
phishing,82,0,5.2443299007748605,False,0.7804878048780488,2,0,0,0,False,3,1.8676338909712122,False
phishing,611,0,5.716495999461041,False,0.8657937806873978,4,0,0,0,False,3,2.2998963911678914,False
phishing,60,1,4.370007272132442,False,0.6833333333333333,5,0,0,0,True,5,1.3516441151533922,False
phishing,79,1,4.819497444807719,False,0.6708860759493671,3,0,0,0,False,3,1.3752793655393791,False
phishing,34,0,4.0286393118385755,False,0.7941176470588235,2,0,0,0,False,3,1.3787834934861756,False
phishing,53,1,4.187378181134056,False,0.6226415094339622,4,0,0,0,True,5,1.867633890971212,False
phishing,117,0,4.280025642585552,False,0.8461538461538461,2,0,0,0,False,3,1.5683182557028437,False
phishing,61,0,4.241251271563515,False,0.8360655737704918,3,0,0,0,False,3,1.295461844238322,False
phishing,138,0,5.390476088024773,False,0.8333333333333334,2,0,0,0,False,3,2.4806821149663842,False
phishing,125,1,4.757940930489367,False,0.712,4,0,0,0,False,5,2.794653473544342,False
phishing,35,0,4.300153016697713,False,0.6571428571428571,2,0,0,0,False,2,1.8910611120726528,False
phishing,48,0,3.8396617192457962,False,0.75,1,0,0,0,False,2,1.4182958340544896,False
phishing,20,0,3.646439344671015,False,0.75,1,0,0,0,False,2,1.370950594454669,False
phishing,48,0,4.345175521464346,False,0.7708333333333334,4,0,0,0,True,4,1.3921472236645347,False
phishing,136,1,4.773569921882375,False,0.6985294117647058,5,1,0,0,False,2,2.649397470347699,False
phishing,89,0,4.256193476992518,False,0.8539325842696629,3,0,0,0,False,3,1.4885252948977485,False
phishing,80,1,4.623010557409428,False,0.5875,3,0,0,0,False,3,1.4056390622295665,False
phishing,74,0,4.5827263866432055,False,0.7702702702702703,3,0,0,0,False,4,2.1180782093497093,False
phishing,85,0,4.876488731802439,False,0.8117647058823529,2,0,0,0,False,3,2.4464393446710155,False
phishing,70,0,4.955869224267573,False,0.7285714285714285,2,0,0,0,False,3,1.5709505944546687,False
phishing,38,0,4.221097250057959,False,0.7894736842105263,3,0,0,0,False,3,1.8112781244591327,False
phishing,19,0,3.681880802803403,False,0.7894736842105263,1,0,0,0,False,2,1.5,False
phishing,30,0,3.8980685120588383,False,0.7666666666666667,2,0,0,0,False,2,1.459147917027245,False
phishing,46,1,4.354552444952287,False,0.5869565217391305,4,0,0,0,True,5,1.7527152789797047,False
phishing,44,0,4.265583322887736,False,0.8409090909090909,3,0,0,0,False,3,1.4488156357251847,False
phishing,51,0,4.069511499582193,False,0.7450980392156863,4,0,0,0,True,5,1.8464393446710157,False
phishing,123,1,4.821375917513019,False,0.6829268292682927,5,0,0,0,False,6,2.5941178916311856,False
phishing,18,0,3.3082708345352603,False,0.7222222222222222,1,0,0,0,False,2,1.370950594454669,False
phishing,98,1,4.788107936686271,False,0.6122448979591837,2,0,0,0,False,3,1.483831706844689,False
phishing,92,0,4.535972800375938,False,0.8478260869565217,5,1,0,0,False,4,2.1488348542809166,False
phishing,70,0,5.168079981014334,False,0.7571428571428571,2,0,0,0,False,3,1.8676338909712122,False
phishing,76,1,4.454210159266475,False,0.7763157894736842,4,0,0,0,False,5,1.7219280948873625,False
phishing,21,0,3.5351745656359026,False,0.7142857142857143,1,0,0,0,False,2,1.2516291673878228,False
phishing,21,0,4.011365041826379,False,0.8095238095238095,1,0,0,0,False,2,1.5,False
phishing,37,0,4.7902702574039,False,0.7837837837837838,1,0,0,0,False,2,2.1280852788913944,False
phishing,123,1,4.773310565033881,False,0.7317073170731707,5,0,0,0,False,6,2.5941178916311856,False
phishing,85,1,4.678418183818779,False,0.6,2,0,0,0,True,3,1.0957952550009338,False
phishing,426,1,4.7238465531845195,False,0.7300469483568075,24,1,1,0,True,4,2.763156787084718,False
phishing,74,0,4.5827263866432055,False,0.7702702702702703,3,0,0,0,False,4,2.1180782093497093,False
phishing,46,0,4.112826021500902,False,0.8478260869565217,3,0,0,0,False,3,1.4488156357251847,False
phishing,53,0,4.077767399725442,False,0.8113207547169812,5,1,0,0,False,5,1.6854752972273344,False
phishing,66,0,4.156993740111656,False,0.7727272727272727,4,0,0,0,False,4,1.4716022614097979,False
phishing,40,0,4.034829508503263,False,0.75,2,0,0,0,True,3,1.8423709931771088,False
phishing,29,0,3.909368063943885,False,0.7241379310344828,3,0,0,0,False,2,1.4488156357251847,False
phishing,52,0,4.340265565194928,False,0.75,2,0,0,0,True,3,1.6577427265048887,False
phishing,36,0,4.048688113203417,False,0.7777777777777778,2,0,0,0,False,3,1.2987949406953987,False
phishing,44,0,4.098652005434408,False,0.7727272727272727,4,0,0,0,False,4,1.3921472236645347,False
phishing,55,0,4.264524768702468,False,0.8727272727272727,1,0,0,0,False,2,1.6644977792004614,False
phishing,66,0,4.60411154320752,False,0.7121212121212122,2,0,0,1,False,3,2.0588138903312014,False
phishing,40,0,3.9725738836114353,False,0.8,1,0,0,0,False,2,1.5487949406953987,False
phishing,47,0,4.46906651106798,False,0.6808510638297872,1,0,0,0,False,2,2.2810361125534233,False
phishing,77,0,5.097447579431165,False,0.8181818181818182,2,0,0,0,False,3,1.8676338909712122,False
phishing,101,0,4.5867894238965174,False,0.8316831683168316,5,1,0,0,False,3,2.3050365325772657,False
phishing,40,0,4.068453957701923,False,0.85,2,0,0,0,False,3,1.459147917027245,False
phishing,123,1,4.7665407472944485,False,0.7317073170731707,5,0,0,0,False,6,2.5941178916311856,False
phishing,53,0,4.058043219393049,False,0.8301886792452831,3,1,0,0,False,3,2.113283334294875,False
phishing,38,0,4.293594289588575,False,0.6842105263157895,2,0,0,0,True,3,1.8423709931771088,False
phishing,124,1,4.724361429646691,False,0.717741935483871,5,0,0,0,False,6,2.5650765423363704,False
phishing,43,0,4.164896592899133,False,0.7906976744186046,1,0,0,0,False,2,1.6577427265048887,False
phishing,59,0,4.509868160214537,False,0.6779661016949152,2,0,0,1,False,3,2.0588138903312014,False
phishing,95,0,4.424553309276573,False,0.8315789473684211,3,0,0,0,False,3,2.202819531114783,False
phishing,87,1,4.67438621006749,False,0.5287356321839081,3,0,0,0,False,3,1.610577243331642,False
phishing,24,0,3.772055208874202,False,0.75,2,0,0,0,False,2,1.459147917027245,False
phishing,41,0,3.9668312726996975,False,0.8536585365853658,2,0,0,0,False,3,1.459147917027245,False
phishing,53,0,4.521955417565205,False,0.8113207547169812,2,0,0,0,False,3,2.170950594454669,False
phishing,38,0,3.984769618706743,False,0.868421052631579,2,0,0,0,False,3,1.5219280948873626,False
phishing,70,0,4.0848994112571715,False,0.8142857142857143,2,0,0,0,False,2,1.352030101757953,False
phishing,76,1,4.638971264266034,False,0.6710526315789473,4,0,0,0,False,5,1.7219280948873625,False
phishing,68,1,4.6109389001634575,False,0.7058823529411765,4,0,0,0,False,5,1.3921472236645347,False
phishing,42,0,4.1212679469393745,False,0.8571428571428571,2,0,0,0,False,3,1.459147917027245,False
phishing,19,0,3.747413039531642,False,0.7368421052631579,1,0,0,0,False,2,1.370950594454669,False
phishing,29,0,3.9488593407620445,False,0.6896551724137931,1,0,0,0,False,2,1.1488348542809168,False
phishing,238,1,4.9474256130910765,False,0.5462184873949579,2,0,0,0,False,2,2.584183719779189,False
phishing,36,0,4.030493056757483,False,0.8055555555555556,2,0,0,0,False,3,1.8423709931771088,False
phishing,282,1,5.560336109526663,False,0.6808510638297872,3,0,0,0,False,3,2.863462635769669,False
phishing,81,1,4.606471879503043,False,0.6172839506172839,1,0,0,0,False,2,1.4466166676282084,False
phishing,40,0,4.189822782008755,False,0.8,3,0,0,0,False,3,1.4488156357251847,False
phishing,131,1,4.802344995736371,False,0.6870229007633588,5,0,0,0,False,6,2.723219672335508,False
phishing,35,0,4.033153646184959,False,0.7428571428571429,2,0,0,0,True,3,1.459147917027245,False
phishing,71,0,4.205672740640622,False,0.8169014084507042,5,0,0,0,False,5,1.8262452584026092,False
phishing,56,0,4.246924958035208,False,0.8392857142857143,2,0,0,0,False,3,1.836591668108979,False
phishing,29,0,4.0472990984266435,False,0.7586206896551724,1,0,0,0,False,2,1.6644977792004614,False
phishing,39,0,3.965301104622145,False,0.7948717948717948,2,0,0,0,False,3,1.2987949406953987,False
phishing,45,0,4.06432351949573,False,0.8,5,0,0,0,False,5,1.3516441151533922,False
phishing,439,1,4.35517208288394,False,0.428246013667426,3,0,0,0,True,3,1.6805563732659934,False
phishing,29,0,4.142295219190901,False,0.8275862068965517,2,0,0,0,False,3,1.5219280948873626,False
phishing,44,1,4.618078209349711,False,0.5909090909090909,2,0,0,0,True,3,1.75,False
phishing,66,0,4.5076377259460205,False,0.803030303030303,3,0,0,0,False,3,1.6691803368667308,False
phishing,57,0,4.2784451205835525,False,0.8245614035087719,2,0,0,0,False,3,1.9609640474436811,False
phishing,30,0,3.831401845392172,False,0.8,2,0,0,0,False,3,1.459147917027245,False
phishing,119,0,4.457972991227693,False,0.8487394957983193,4,1,0,0,False,2,2.140518056276711,False
phishing,122,1,4.833166977888496,False,0.6721311475409836,5,0,0,0,False,6,2.5650765423363704,False
phishing,59,0,4.183679812793578,False,0.8305084745762712,3,0,0,0,False,3,1.6854752972273344,False
phishing,99,0,5.492957696200641,False,0.8080808080808081,1,0,0,0,False,2,1.1488348542809168,False
phishing,79,0,4.285765836752269,False,0.8481012658227848,2,0,0,0,False,3,1.4182958340544896,False
phishing,127,1,4.855249872006546,False,0.7165354330708661,4,0,0,0,False,5,2.794653473544342,False
phishing,58,0,4.217316934850476,False,0.7758620689655172,3,0,0,0,False,4,1.77585894824464,False
phishing,118,1,4.738221390440643,False,0.635593220338983,4,0,0,0,False,5,2.6312929881819,False
phishing,68,0,4.383193496957241,False,0.7058823529411765,1,0,0,0,False,2,1.5734024524177672,False
phishing,131,0,5.681067921414767,False,0.7709923664122137,2,0,0,0,False,3,2.4402239289418524,False
phishing,169,1,5.149248716540168,False,0.6863905325443787,3,0,0,1,False,3,1.569307823181296,False
phishing,27,0,3.81008102052173,False,0.7777777777777778,1,0,0,0,False,2,1.2516291673878228,False
phishing,53,0,4.366807898196829,False,0.8113207547169812,2,0,0,0,False,2,1.6577427265048887,False
phishing,76,0,4.673601980657471,False,0.7894736842105263,4,0,0,0,False,5,2.3248629576173565,False
phishing,133,0,4.688109894491514,False,0.8270676691729323,10,1,0,0,True,10,1.9491378652735851,False
phishing,54,0,4.0739449108085255,False,0.8148148148148148,2,0,0,0,False,3,1.1567796494470395,False
phishing,56,0,3.9135136283377596,False,0.8214285714285714,2,0,0,0,False,2,1.5709505944546687,False
phishing,35,0,4.014438730983428,False,0.8,2,0,0,0,False,3,1.8423709931771086,False
phishing,56,0,4.206484556133594,False,0.8392857142857143,2,0,0,0,False,3,1.2243944454059859,False
phishing,32,0,4.116729296672175,False,0.8125,1,0,0,0,False,2,1.7924812503605783,False
phishing,159,0,5.662462222817356,False,0.8553459119496856,4,0,0,0,False,4,2.355388542207534,False
phishing,58,0,4.1529145642727245,False,0.8448275862068966,3,0,0,0,False,3,1.7527152789797047,False
phishing,84,0,4.605947036489339,False,0.7738095238095238,4,0,0,0,False,5,1.3921472236645347,False
phishing,51,1,4.5395932339162535,False,0.47058823529411764,1,0,0,0,False,2,1.2516291673878228,False
phishing,44,0,3.971160176469933,False,0.8409090909090909,2,0,0,0,False,2,1.3787834934861756,False
phishing,67,0,4.136276041450473,False,0.8955223880597015,2,0,0,0,False,3,1.8423709931771088,False
phishing,29,0,3.715932185515029,False,0.7241379310344828,1,0,0,0,False,2,1.5487949406953987,False
phishing,99,0,5.141475560017511,False,0.8080808080808081,4,1,0,0,False,3,2.251629167387823,False
phishing,94,1,4.732520836813969,False,0.648936170212766,3,0,0,0,False,4,1.617189572592715,False
phishing,248,1,4.665758737820567,False,0.6209677419354839,2,0,0,0,False,2,2.0450448197428472,False
phishing,146,1,5.155338920632874,False,0.6712328767123288,4,1,0,0,True,3,2.0464393446710156,False
phishing,29,0,3.745406425938248,False,0.7586206896551724,2,0,0,0,False,3,1.3787834934861756,False
phishing,36,0,3.9959065984842463,False,0.8055555555555556,2,0,0,0,False,3,1.3787834934861756,False
phishing,63,0,4.116956757213601,False,0.8095238095238095,2,0,0,0,False,2,1.7295739585136223,False
phishing,92,1,4.581876724004677,False,0.717391304347826,2,0,0,0,False,3,1.4182958340544896,False
phishing,19,0,3.6421498816369047,False,0.6842105263157895,1,0,0,0,False,2,1.370950594454669,False
phishing,36,0,4.037844793048883,False,0.8333333333333334,2,0,0,0,False,3,1.459147917027245,False
phishing,44,0,4.036040925839782,False,0.8409090909090909,2,0,0,0,False,2,1.3787834934861756,False
phishing,105,1,5.104655165970544,False,0.7714285714285715,1,0,0,0,True,2,1.061278124459133,False
phishing,60,0,4.2875820040073265,False,0.8333333333333334,3,0,0,0,False,4,1.295461844238322,False
phishing,126,1,4.800502441574519,False,0.5952380952380952,3,0,0,0,True,3,2.60623892865339,False
phishing,37,1,4.077715447225512,False,0.6216216216216216,2,0,0,0,True,3,1.2987949406953987,False
phishing,124,1,4.7611101499224935,False,0.6854838709677419,5,0,0,0,False,6,2.5650765423363704,False
phishing,155,1,5.353148239071945,False,0.6903225806451613,7,0,0,0,False,7,2.9344340657990298,False
phishing,61,0,4.472775092160468,False,0.7704918032786885,2,0,0,0,False,3,1.4911148500551858,False
phishing,52,0,4.495227516928456,False,0.8076923076923077,2,0,0,0,False,3,2.170950594454669,False
phishing,45,0,4.066542752164838,False,0.8222222222222222,4,0,0,0,False,4,1.4056390622295665,False
phishing,117,1,4.719554700442299,False,0.6837606837606838,4,0,0,0,False,5,2.5941178916311856,False
phishing,54,0,4.817309900624752,False,0.7777777777777778,2,0,0,0,True,3,2.1556390622295667,False
phishing,75,1,4.655308444251282,False,0.6533333333333333,3,0,0,0,False,3,1.4056390622295665,False
phishing,33,0,4.354852073838348,False,0.7575757575757576,2,0,0,0,False,2,1.75,False
phishing,123,1,4.8515568110675344,False,0.6585365853658537,5,0,0,0,False,6,2.5941178916311856,False
phishing,25,0,3.8936606896881867,False,0.72,2,0,0,0,True,3,1.5219280948873626,False
phishing,49,0,4.19870825257941,False,0.8163265306122449,1,0,0,0,False,2,2.2810361125534233,False
phishing,78,0,4.364806547415783,False,0.8461538461538461,2,0,0,0,False,2,1.5709505944546687,False
phishing,129,1,4.823303881557057,False,0.5813953488372093,5,0,0,0,True,5,1.6143308351592656,False
phishing,123,0,4.490841428928978,False,0.8373983739837398,5,1,0,0,False,2,2.0804820237218404,False
phishing,71,0,4.481047655912359,False,0.7605633802816901,2,0,0,0,False,3,2.0403733936884962,False
phishing,122,1,4.8318287212171365,False,0.7295081967213115,2,0,0,0,False,3,2.7603136973125117,False
phishing,28,0,3.454701244167347,False,0.7142857142857143,2,0,0,0,False,3,1.2987949406953987,False
phishing,83,0,4.182336455497417,False,0.8674698795180723,3,0,0,0,False,3,1.2406705316766884,False
phishing,40,0,4.393942707918269,False,0.7,2,0,0,0,False,2,1.2987949406953987,False
phishing,69,0,4.647509964742304,False,0.6956521739130435,2,0,0,0,True,3,1.6691803368667308,False
phishing,98,1,4.718326554419983,False,0.6224489795918368,2,0,0,0,False,3,1.6140054628542204,False
phishing,37,0,4.003259028248121,False,0.8108108108108109,2,0,0,0,False,3,1.3787834934861756,False
phishing,85,1,4.603016820063185,False,0.6235294117647059,3,0,0,0,False,2,1.295461844238322,False
phishing,31,0,4.106949132758152,False,0.8387096774193549,2,0,0,0,False,3,1.5219280948873626,False
phishing,106,1,4.679347847222519,False,0.6981132075471698,8,0,0,0,False,3,1.6493974703476992,False
phishing,32,0,3.8164280318460246,False,0.8125,2,0,0,0,False,3,1.459147917027245,False
phishing,50,0,4.040240000427045,False,0.8,6,0,0,0,False,6,1.2954618442383217,False
phishing,48,0,3.9625811886185067,False,0.7916666666666666,4,0,0,0,False,3,1.3609640474436813,False
phishing,68,0,4.30363600380699,False,0.7647058823529411,3,0,0,0,False,3,1.7295739585136223,False
phishing,44,0,3.7921987450852237,False,0.8181818181818182,2,0,0,0,False,3,1.2987949406953987,False
phishing,22,0,3.9362600275315267,False,0.7272727272727273,1,0,0,0,False,2,1.370950594454669,False
phishing,128,1,4.754097293060825,False,0.4609375,2,0,0,0,True,2,1.784159127851422,False
phishing,50,0,4.0639818205809055,False,0.82,2,0,0,0,False,2,1.2987949406953987,False
phishing,48,0,3.996653522439334,False,0.8541666666666666,1,0,0,0,False,2,1.1488348542809168,False
phishing,235,1,4.940113651119489,False,0.48936170212765956,4,0,0,0,False,3,2.708694969562842,False
phishing,67,0,4.440807802553577,False,0.7164179104477612,3,0,0,0,False,3,1.4885252948977485,False
phishing,57,0,4.34816737411052,False,0.8070175438596491,2,0,0,0,False,2,1.7609640474436814,False
phishing,68,1,4.574697820064778,False,0.6764705882352942,4,0,0,0,False,5,1.3921472236645347,False
phishing,52,0,4.378727103656466,False,0.8076923076923077,3,0,0,0,False,3,1.4056390622295665,False
phishing,32,0,3.941428031846024,False,0.75,2,0,0,0,True,3,1.459147917027245,False
phishing,62,1,4.621467431627348,False,0.5161290322580645,1,0,0,0,False,2,1.1488348542809168,False
phishing,69,0,4.12405167686155,False,0.782608695652174,1,0,0,0,False,2,1.6729330318733677,False
phishing,78,1,4.557605347445476,False,0.7564102564102564,4,0,0,0,True,5,1.8464393446710157,False
phishing,67,0,4.132284900119888,False,0.835820895522388,6,0,0,0,False,3,1.3221793455166666,False
phishing,122,0,4.652970358470492,False,0.7622950819672131,16,0,0,0,False,3,1.44726249944121,False
phishing,163,1,5.329472251280285,False,0.6748466257668712,1,0,0,0,False,2,1.780672129520887,False
phishing,46,0,4.615422010169679,False,0.6956521739130435,3,0,0,0,False,3,2.113283334294875,False
phishing,61,0,4.0864177725789865,False,0.8360655737704918,2,0,0,0,False,2,1.5709505944546687,False
phishing,118,1,4.730657929878946,False,0.652542372881356,4,0,0,0,False,5,2.6312929881819,False
phishing,55,0,4.044527214700469,False,0.8363636363636363,2,0,0,0,False,3,1.6577427265048887,False
phishing,73,0,4.233523189695433,False,0.821917808219178,3,0,0,0,True,3,1.295461844238322,False
phishing,84,1,4.606752697548023,False,0.6547619047619048,2,0,0,0,False,2,1.370950594454669,False
phishing,162,1,4.984416418760751,False,0.6049382716049383,1,0,0,0,False,2,1.931227096329117,False
phishing,22,0,3.8453509366224363,False,0.7727272727272727,1,0,0,0,False,2,1.370950594454669,False
phishing,54,0,4.16695035472172,False,0.8333333333333334,3,0,0,0,False,3,1.3516441151533922,False
phishing,30,0,4.0062389286533895,False,0.7,3,0,0,0,True,4,1.4488156357251847,False
phishing,58,0,4.929113702352963,False,0.7241379310344828,2,0,0,0,False,3,1.8423709931771086,False
phishing,40,0,4.196439344671015,False,0.775,3,0,0,0,False,2,1.7527152789797051,False
phishing,190,0,5.349193557676615,False,0.7263157894736842,2,0,0,0,False,3,2.4116022179746714,False
phishing,68,1,4.454627275412124,False,0.7352941176470589,4,0,0,0,False,5,1.3921472236645347,False
phishing,63,0,3.977503618787101,False,0.7936507936507936,5,0,0,0,False,5,1.8262452584026092,False
phishing,28,0,3.896291529045928,False,0.7857142857142857,2,0,0,0,True,3,1.5219280948873626,False
phishing,33,0,3.8997141947882317,False,0.7878787878787878,2,0,0,0,False,3,1.3787834934861756,False
phishing,109,0,4.788782496566848,False,0.8440366972477065,2,0,0,0,False,2,2.8221819586428727,False
phishing,46,0,4.224117662343592,False,0.8260869565217391,3,0,0,0,False,3,1.4056390622295665,False
phishing,52,0,4.19267764133517,False,0.8461538461538461,3,0,0,0,False,3,1.4056390622295665,False
phishing,252,1,4.919690102116625,False,0.623015873015873,7,0,0,0,True,8,2.265710144725459,False
phishing,39,0,4.131054782742917,False,0.717948717948718,2,0,0,0,False,3,1.459147917027245,False
phishing,45,1,4.466542752164838,False,0.6222222222222222,3,0,0,0,True,4,1.8112781244591327,False
phishing,97,1,4.9620981881601365,False,0.5051546391752577,2,0,0,0,False,3,2.4137995646056805,False
phishing,29,0,4.0472990984266435,False,0.7241379310344828,2,0,0,0,True,2,1.3787834934861756,False
phishing,36,0,3.9749375012019277,False,0.8055555555555556,3,0,0,0,False,3,1.4488156357251847,False
phishing,34,0,3.9986525468781675,False,0.7647058823529411,4,0,0,0,False,4,1.4056390622295665,False
phishing,62,0,4.345347827131159,False,0.8709677419354839,3,0,0,0,True,4,1.459147917027245,False
phishing,89,0,4.270003590103002,False,0.797752808988764,2,0,0,0,False,3,1.7947367178034828,False
phishing,44,0,4.2372853115732685,False,0.7727272727272727,3,0,0,0,True,3,1.4488156357251847,False
phishing,33,0,4.0259201655876415,False,0.8181818181818182,2,0,0,0,True,3,1.5219280948873626,False
phishing,31,0,3.8245334068819123,False,0.7741935483870968,3,0,0,0,False,3,1.4488156357251847,False
phishing,32,0,3.3255059710789405,False,0.71875,2,0,0,0,False,3,1.6577427265048887,False
phishing,129,1,4.66070993102443,False,0.4496124031007752,2,0,0,0,True,2,1.784159127851422,False
phishing,72,0,4.504200565443741,False,0.7916666666666666,3,0,0,0,True,3,1.5510981710072649,False
phishing,43,0,4.175696440497044,False,0.7674418604651163,4,0,0,0,False,2,1.7219280948873625,False
